"","districtnum","districtname","population","affil","familyname","firstname","middlename","provcode","province","gender"
"1156",35106,"Thunder Bay--Superior North",82827,"Conservative Party of Canada","Harvey","Richard",NA,"35","Ontario","Male"
"1157",35106,"Thunder Bay--Superior North",82827,"Green Party of Canada","Hyer","Bruce",NA,"35","Ontario","Male"
"1158",35106,"Thunder Bay--Superior North",82827,"Independent","Skaf","Robert",NA,"35","Ontario","Male"
"1159",35107,"Timmins--James Bay",83104,"New Democratic Party","Angus","Charlie",NA,"35","Ontario","Male"
"1160",35107,"Timmins--James Bay",83104,"Conservative Party of Canada","Curley","John","P.","35","Ontario","Male"
"1161",35107,"Timmins--James Bay",83104,"Green Party of Canada","Kennedy","Max",NA,"35","Ontario","Male"
"1162",35107,"Timmins--James Bay",83104,"Liberal Party of Canada","Lever","Todd",NA,"35","Ontario","Male"
"1163",35108,"Toronto Centre",93971,"Communist Party of Canada","Ahmad","Mariam",NA,"35","Ontario","Female"
"1164",35108,"Toronto Centre",93971,"Green Party of Canada","Biggin","Colin",NA,"35","Ontario","Male"
"1165",35108,"Toronto Centre",93971,"Conservative Party of Canada","Di Battista","Julian",NA,"35","Ontario","Male"
"1166",35108,"Toronto Centre",93971,"Marxist-Leninist Party of Canada","Fernandez","Philip",NA,"35","Ontario","Male"
"1167",35108,"Toronto Centre",93971,"New Democratic Party","McQuaig","Linda",NA,"35","Ontario","Female"
"1168",35108,"Toronto Centre",93971,"Liberal Party of Canada","Morneau","Bill",NA,"35","Ontario","Male"
"1169",35108,"Toronto Centre",93971,"Independent","Stone","Jordan",NA,"35","Ontario","Male"
"1170",35109,"Toronto--Danforth",104017,"Animal Alliance Environment Voters Party of Canada","Abbott","Elizabeth",NA,"35","Ontario","Female"
"1171",35109,"Toronto--Danforth",104017,"Liberal Party of Canada","Dabrusin","Julie",NA,"35","Ontario","Female"
"1172",35109,"Toronto--Danforth",104017,"Conservative Party of Canada","Dichter","Benjamin",NA,"35","Ontario","Male"
"1173",35109,"Toronto--Danforth",104017,"Progressive Canadian Party","Richardson","John",NA,"35","Ontario","Male"
"1174",35109,"Toronto--Danforth",104017,"New Democratic Party","Scott","Craig",NA,"35","Ontario","Male"
"1175",35109,"Toronto--Danforth",104017,"Green Party of Canada","Tolley","Chris",NA,"35","Ontario","Male"
"1176",35110,"University--Rosedale",98605,"The Bridge Party of Canada","Berlin","David",NA,"35","Ontario","Male"
"1177",35110,"University--Rosedale",98605,"Liberal Party of Canada","Freeland","Chrystia",NA,"35","Ontario","Female"
"1178",35110,"University--Rosedale",98605,"Communist Party of Canada","Garvie","Drew",NA,"35","Ontario","Male"
"1179",35110,"University--Rosedale",98605,"New Democratic Party","Hollett","Jennifer",NA,"35","Ontario","Female"
"1180",35110,"University--Rosedale",98605,"Conservative Party of Canada","Jivraj","Karim",NA,"35","Ontario","Male"
"1181",35110,"University--Rosedale",98605,"Animal Alliance Environment Voters Party of Canada","Luisi","Simon",NA,"35","Ontario","Male"
"1182",35110,"University--Rosedale",98605,"Marxist-Leninist Party of Canada","Rutchinski","Steve",NA,"35","Ontario","Male"
"1183",35110,"University--Rosedale",98605,"Libertarian Party of Canada","Waslowski","Jesse",NA,"35","Ontario","Male"
"1184",35110,"University--Rosedale",98605,"Green Party of Canada","Wright","Nick",NA,"35","Ontario","Male"
"1185",35111,"Vaughan--Woodbridge",105450,"Green Party of Canada","Boulanger","Elise",NA,"35","Ontario","Female"
"1186",35111,"Vaughan--Woodbridge",105450,"Conservative Party of Canada","Fantino","Julian",NA,"35","Ontario","Male"
"1187",35111,"Vaughan--Woodbridge",105450,"Libertarian Party of Canada","Gualtieri","Anthony",NA,"35","Ontario","Male"
"1188",35111,"Vaughan--Woodbridge",105450,"Liberal Party of Canada","Sorbara","Francesco",NA,"35","Ontario","Male"
"1189",35111,"Vaughan--Woodbridge",105450,"New Democratic Party","Zichy","Adriana","Marie","35","Ontario","Female"
"1190",35112,"Waterloo",103192,"Conservative Party of Canada","Braid","Peter",NA,"35","Ontario","Male"
"1191",35112,"Waterloo",103192,"Liberal Party of Canada","Chagger","Bardish",NA,"35","Ontario","Female"
"1192",35112,"Waterloo",103192,"New Democratic Party","Freeman","Diane",NA,"35","Ontario","Female"
"1193",35112,"Waterloo",103192,"Animal Alliance Environment Voters Party of Canada","Hawley-Yan","Emma",NA,"35","Ontario","Female"
"1194",35112,"Waterloo",103192,"Green Party of Canada","Walsh","Richard",NA,"35","Ontario","Male"
"1195",35113,"Wellington--Halton Hills",115880,"Canadian Action Party","Anstey","Harvey","Edward","35","Ontario","Male"
"1196",35113,"Wellington--Halton Hills",115880,"Green Party of Canada","Bouteiller","Brent","Allan","35","Ontario","Male"
"1197",35113,"Wellington--Halton Hills",115880,"Conservative Party of Canada","Chong","Michael",NA,"35","Ontario","Male"
"1198",35113,"Wellington--Halton Hills",115880,"New Democratic Party","Gajerski-Cauley","Anne",NA,"35","Ontario","Female"
"1199",35113,"Wellington--Halton Hills",115880,"Liberal Party of Canada","Trant","Don",NA,"35","Ontario","Male"
"1200",35114,"Whitby",122022,"Liberal Party of Canada","Caesar-Chavannes","Celina",NA,"35","Ontario","Female"
"1201",35114,"Whitby",122022,"Green Party of Canada","Cameron","Craig",NA,"35","Ontario","Male"
"1202",35114,"Whitby",122022,"New Democratic Party","Kelly","Ryan",NA,"35","Ontario","Male"
"1203",35114,"Whitby",122022,"Independent","O'Connor","Jon",NA,"35","Ontario","Male"
"1204",35114,"Whitby",122022,"Conservative Party of Canada","Perkins","Pat",NA,"35","Ontario","Female"
"1205",35115,"Willowdale",109680,"Independent","Ahluwalia","Birinder","Singh","35","Ontario","Male"
"1206",35115,"Willowdale",109680,"Green Party of Canada","Arruda","James",NA,"35","Ontario","Male"
"1207",35115,"Willowdale",109680,"Liberal Party of Canada","Ehsassi","Ali",NA,"35","Ontario","Male"
"1208",35115,"Willowdale",109680,"Conservative Party of Canada","Leung","Chungsen",NA,"35","Ontario","Male"
"1209",35115,"Willowdale",109680,"New Democratic Party","Tabasinejad","Pouyan",NA,"35","Ontario","Male"
"1210",35116,"Windsor--Tecumseh",115528,"Marxist-Leninist Party of Canada","Chesnik","Laura",NA,"35","Ontario","Female"
"1211",35116,"Windsor--Tecumseh",115528,"Conservative Party of Canada","Gignac","Jo","Anne","35","Ontario","Female"
"1212",35116,"Windsor--Tecumseh",115528,"New Democratic Party","Hardcastle","Cheryl",NA,"35","Ontario","Female"
"1213",35116,"Windsor--Tecumseh",115528,"Green Party of Canada","Momotiuk","David",NA,"35","Ontario","Male"
"1214",35116,"Windsor--Tecumseh",115528,"Liberal Party of Canada","Schiller","Frank",NA,"35","Ontario","Male"
"1215",35117,"Windsor West",118973,"Green Party of Canada","LaRussa","Cora",NA,"35","Ontario","Female"
"1216",35117,"Windsor West",118973,"Conservative Party of Canada","Lau","Henry",NA,"35","Ontario","Male"
"1217",35117,"Windsor West",118973,"New Democratic Party","Masse","Brian",NA,"35","Ontario","Male"
"1218",35117,"Windsor West",118973,"Liberal Party of Canada","Sundin","Dave",NA,"35","Ontario","Male"
"1219",35117,"Windsor West",118973,"Marxist-Leninist Party of Canada","Villamizar","Margaret",NA,"35","Ontario","Female"
"1220",35118,"York Centre",100277,"Conservative Party of Canada","Adler","Mark",NA,"35","Ontario","Male"
"1221",35118,"York Centre",100277,"New Democratic Party","Berman","Hal",NA,"35","Ontario","Male"
"1222",35118,"York Centre",100277,"Green Party of Canada","Kritsonis","Constantine",NA,"35","Ontario","Male"
"1223",35118,"York Centre",100277,"Liberal Party of Canada","Levitt","Michael",NA,"35","Ontario","Male"
"1224",35119,"York--Simcoe",94616,"New Democratic Party","Gerl","Sylvia",NA,"35","Ontario","Female"
"1225",35119,"York--Simcoe",94616,"Liberal Party of Canada","Tanaka","Shaun",NA,"35","Ontario","Male"
"1226",35119,"York--Simcoe",94616,"Conservative Party of Canada","Van Loan","Peter",NA,"35","Ontario","Male"
"1227",35119,"York--Simcoe",94616,"Green Party of Canada","Viitala","Mark",NA,"35","Ontario","Male"
"1228",35120,"York South--Weston",116606,"Liberal Party of Canada","Hussen","Ahmed",NA,"35","Ontario","Male"
"1229",35120,"York South--Weston",116606,"Green Party of Canada","Johnson","John",NA,"35","Ontario","Male"
"1230",35120,"York South--Weston",116606,"Libertarian Party of Canada","Lepone","Stephen",NA,"35","Ontario","Male"
"1231",35120,"York South--Weston",116606,"Conservative Party of Canada","Robinson","James",NA,"35","Ontario","Male"
"1232",35120,"York South--Weston",116606,"New Democratic Party","Sullivan","Mike",NA,"35","Ontario","Male"
"1233",35121,"Humber River--Black Creek",108198,"New Democratic Party","Harris","Darnel",NA,"35","Ontario","Male"
"1234",35121,"Humber River--Black Creek",108198,"Green Party of Canada","Jarrett","Keith",NA,"35","Ontario","Male"
"1235",35121,"Humber River--Black Creek",108198,"Marxist-Leninist Party of Canada","Nugent","Christine",NA,"35","Ontario","Female"
"1236",35121,"Humber River--Black Creek",108198,"Liberal Party of Canada","Sgro","Judy",NA,"35","Ontario","Female"
"1237",35121,"Humber River--Black Creek",108198,"Conservative Party of Canada","Vandenberg","Kerry",NA,"35","Ontario","Female"
"1238",46001,"Brandon--Souris",83814,"Conservative Party of Canada","Maguire","Larry",NA,"46","Manitoba","Male"
"1239",46001,"Brandon--Souris",83814,"Green Party of Canada","Neufeld","David",NA,"46","Manitoba","Male"
"1240",46001,"Brandon--Souris",83814,"New Democratic Party","Wastasecoot","Melissa","Joy","46","Manitoba","Female"
"1241",46001,"Brandon--Souris",83814,"Liberal Party of Canada","Wyman","Jodi",NA,"46","Manitoba","Female"
"1242",46002,"Charleswood--St. James--Assiniboia--Headingley",81864,"Liberal Party of Canada","Eyolfson","Doug",NA,"46","Manitoba","Male"
"1243",46002,"Charleswood--St. James--Assiniboia--Headingley",81864,"Conservative Party of Canada","Fletcher","Steven",NA,"46","Manitoba","Male"
"1244",46002,"Charleswood--St. James--Assiniboia--Headingley",81864,"Green Party of Canada","Nichols","Kevin",NA,"46","Manitoba","Male"
"1245",46002,"Charleswood--St. James--Assiniboia--Headingley",81864,"New Democratic Party","Paulley","Tom",NA,"46","Manitoba","Male"
"1246",46003,"Churchill--Keewatinook Aski",85148,"New Democratic Party","Ashton","Niki",NA,"46","Manitoba","Female"
"1247",46003,"Churchill--Keewatinook Aski",85148,"Liberal Party of Canada","Chartrand","Rebecca",NA,"46","Manitoba","Female"
"1248",46003,"Churchill--Keewatinook Aski",85148,"Green Party of Canada","Hastmann","August",NA,"46","Manitoba","Male"
"1249",46003,"Churchill--Keewatinook Aski",85148,"Libertarian Party of Canada","Linnick","Zachary",NA,"46","Manitoba","Male"
"1250",46003,"Churchill--Keewatinook Aski",85148,"Conservative Party of Canada","Mirecki","Kyle","G.","46","Manitoba","Male"
"1251",46004,"Dauphin--Swan River--Neepawa",87374,"New Democratic Party","Lewycky","Laverne","M.","46","Manitoba","Female"
"1252",46004,"Dauphin--Swan River--Neepawa",87374,"Independent","Mark","Inky",NA,"46","Manitoba","Male"
"1253",46004,"Dauphin--Swan River--Neepawa",87374,"Liberal Party of Canada","Piché","Ray",NA,"46","Manitoba","Male"
"1254",46004,"Dauphin--Swan River--Neepawa",87374,"Conservative Party of Canada","Sopuck","Robert",NA,"46","Manitoba","Male"
"1255",46004,"Dauphin--Swan River--Neepawa",87374,"Green Party of Canada","Storey","Kate",NA,"46","Manitoba","Female"
"1256",46005,"Elmwood--Transcona",85906,"New Democratic Party","Blaikie","Daniel",NA,"46","Manitoba","Male"
"1257",46005,"Elmwood--Transcona",85906,"Green Party of Canada","Parke","Kim",NA,"46","Manitoba","Female"
"1258",46005,"Elmwood--Transcona",85906,"Liberal Party of Canada","Richardson-Lipon","Andrea",NA,"46","Manitoba","Female"
"1259",46005,"Elmwood--Transcona",85906,"Conservative Party of Canada","Toet","Lawrence",NA,"46","Manitoba","Male"
"1260",46006,"Kildonan--St. Paul",81794,"Conservative Party of Canada","Bell","Jim",NA,"46","Manitoba","Male"
"1261",46006,"Kildonan--St. Paul",81794,"Independent","Hiebert","Eduard","Walter","46","Manitoba","Male"
"1262",46006,"Kildonan--St. Paul",81794,"New Democratic Party","Hrynyk","Suzanne",NA,"46","Manitoba","Female"
"1263",46006,"Kildonan--St. Paul",81794,"Liberal Party of Canada","Mihychuk","MaryAnn",NA,"46","Manitoba","Female"
"1264",46006,"Kildonan--St. Paul",81794,"Christian Heritage Party of Canada","Reimer","David",NA,"46","Manitoba","Male"
"1265",46006,"Kildonan--St. Paul",81794,"Green Party of Canada","Stairs","Steven",NA,"46","Manitoba","Male"
"1266",46007,"Portage--Lisgar",91019,"Conservative Party of Canada","Bergen","Candice",NA,"46","Manitoba","Female"
"1267",46007,"Portage--Lisgar",91019,"Christian Heritage Party of Canada","Dondo","Jerome",NA,"46","Manitoba","Male"
"1268",46007,"Portage--Lisgar",91019,"Green Party of Canada","Eert","Beverley",NA,"46","Manitoba","Female"
"1269",46007,"Portage--Lisgar",91019,"New Democratic Party","Harder","Dean",NA,"46","Manitoba","Male"
"1270",46007,"Portage--Lisgar",91019,"Liberal Party of Canada","Werbiski","Ken",NA,"46","Manitoba","Male"
"1271",46008,"Provencher",88640,"Conservative Party of Canada","Falk","Ted",NA,"46","Manitoba","Male"
"1272",46008,"Provencher",88640,"Liberal Party of Canada","Hayward","Terry",NA,"46","Manitoba","Male"
"1273",46008,"Provencher",88640,"New Democratic Party","Lilley","Les",NA,"46","Manitoba","Male"
"1274",46008,"Provencher",88640,"Green Party of Canada","Wheeldon","Jeff",NA,"46","Manitoba","Male"
"1275",46009,"Saint Boniface--Saint Vital",84353,"Conservative Party of Canada","Catellier","François",NA,"46","Manitoba","Male"
"1276",46009,"Saint Boniface--Saint Vital",84353,"New Democratic Party","Selby","Erin",NA,"46","Manitoba","Female"
"1277",46009,"Saint Boniface--Saint Vital",84353,"Liberal Party of Canada","Vandal","Dan",NA,"46","Manitoba","Male"
"1278",46009,"Saint Boniface--Saint Vital",84353,"Green Party of Canada","Zaretski","Glenn",NA,"46","Manitoba","Male"
"1279",46010,"Selkirk--Interlake--Eastman",91463,"Conservative Party of Canada","Bezan","James",NA,"46","Manitoba","Male"
"1280",46010,"Selkirk--Interlake--Eastman",91463,"New Democratic Party","Chief","Deborah",NA,"46","Manitoba","Female"
"1281",46010,"Selkirk--Interlake--Eastman",91463,"Libertarian Party of Canada","Grant","Donald","L.","46","Manitoba","Male"
"1282",46010,"Selkirk--Interlake--Eastman",91463,"Green Party of Canada","James","Wayne",NA,"46","Manitoba","Male"
"1283",46010,"Selkirk--Interlake--Eastman",91463,"Liberal Party of Canada","Levy","Joanne",NA,"46","Manitoba","Female"
"1284",46011,"Winnipeg Centre",82026,"New Democratic Party","Martin","Pat",NA,"46","Manitoba","Female"
"1285",46011,"Winnipeg Centre",82026,"Christian Heritage Party of Canada","Miller","Scott",NA,"46","Manitoba","Male"
"1286",46011,"Winnipeg Centre",82026,"Liberal Party of Canada","Ouellette","Robert","Falcon","46","Manitoba","Male"
"1287",46011,"Winnipeg Centre",82026,"Communist Party of Canada","Rankin","Darrell",NA,"46","Manitoba","Male"
"1288",46011,"Winnipeg Centre",82026,"Conservative Party of Canada","Szarkiewicz","Allie",NA,"46","Manitoba","Female"
"1289",46011,"Winnipeg Centre",82026,"Green Party of Canada","Woodstock","Don",NA,"46","Manitoba","Male"
"1290",46012,"Winnipeg North",88616,"New Democratic Party","Abad","Levy",NA,"46","Manitoba","Male"
"1291",46012,"Winnipeg North",88616,"Liberal Party of Canada","Lamoureux","Kevin",NA,"46","Manitoba","Male"
"1292",46012,"Winnipeg North",88616,"Green Party of Canada","Redekopp","John",NA,"46","Manitoba","Male"
"1293",46012,"Winnipeg North",88616,"Conservative Party of Canada","Turka","Harpreet",NA,"46","Manitoba","Female"
"1294",46013,"Winnipeg South",85540,"Liberal Party of Canada","Duguid","Terry",NA,"46","Manitoba","Male"
"1295",46013,"Winnipeg South",85540,"Conservative Party of Canada","Giesbrecht","Gordon",NA,"46","Manitoba","Male"
"1296",46013,"Winnipeg South",85540,"New Democratic Party","Goertzen","Brianne",NA,"46","Manitoba","Female"
"1297",46013,"Winnipeg South",85540,"Green Party of Canada","Smith","Adam",NA,"46","Manitoba","Male"
"1298",46014,"Winnipeg South Centre",90711,"Conservative Party of Canada","Bateman","Joyce",NA,"46","Manitoba","Female"
"1299",46014,"Winnipeg South Centre",90711,"Liberal Party of Canada","Carr","Jim",NA,"46","Manitoba","Male"
"1300",46014,"Winnipeg South Centre",90711,"New Democratic Party","Henderson","Matt",NA,"46","Manitoba","Male"
"1301",46014,"Winnipeg South Centre",90711,"Green Party of Canada","Park","Andrew",NA,"46","Manitoba","Male"
"1302",47001,"Battlefords--Lloydminster",70034,"Independent","Anguish","Doug",NA,"47","Saskatchewan","Male"
"1303",47001,"Battlefords--Lloydminster",70034,"Liberal Party of Canada","Ingram","Larry",NA,"47","Saskatchewan","Male"
"1304",47001,"Battlefords--Lloydminster",70034,"Conservative Party of Canada","Ritz","Gerry",NA,"47","Saskatchewan","Male"
"1305",47001,"Battlefords--Lloydminster",70034,"New Democratic Party","Tait","Glenn",NA,"47","Saskatchewan","Male"
"1306",47001,"Battlefords--Lloydminster",70034,"Green Party of Canada","Tenkink","Mikaela",NA,"47","Saskatchewan","Female"
"1307",47002,"Cypress Hills--Grasslands",67834,"Conservative Party of Canada","Anderson","David",NA,"47","Saskatchewan","Male"
"1308",47002,"Cypress Hills--Grasslands",67834,"Green Party of Canada","Caton","William",NA,"47","Saskatchewan","Male"
"1309",47002,"Cypress Hills--Grasslands",67834,"New Democratic Party","Peterson","Trevor",NA,"47","Saskatchewan","Male"
"1310",47002,"Cypress Hills--Grasslands",67834,"Liberal Party of Canada","Wiens","Marvin",NA,"47","Saskatchewan","Male"
"1311",47003,"Desnethé--Missinippi--Churchill River",69471,"Conservative Party of Canada","Clarke","Rob",NA,"47","Saskatchewan","Male"
"1312",47003,"Desnethé--Missinippi--Churchill River",69471,"New Democratic Party","Jolibois","Georgina",NA,"47","Saskatchewan","Female"
"1313",47003,"Desnethé--Missinippi--Churchill River",69471,"Liberal Party of Canada","Joseph","Lawrence",NA,"47","Saskatchewan","Male"
